9.505e-3 -2.1e1 2.1854e0 2.1854e0
9.505e-3 -1.8e1 2.2023e0 2.2023e0
9.505e-3 -1.5e1 2.2169e0 2.2169e0
9.505e-3 -1.2e1 2.2267e0 2.2267e0
9.505e-3 -9.0e0 2.2297e0 2.2297e0
9.505e-3 -6.0e0 2.2304e0 2.2304e0
9.505e-3 -3.0e0 2.229e0 2.229e0
9.505e-3 -2.2204e-15 2.2256e0 2.2256e0
9.505e-3 3.0e0 2.2204e0 2.2204e0
9.505e-3 6.0e0 2.2134e0 2.2134e0
9.505e-3 9.0e0 2.2046e0 2.2046e0
9.505e-3 1.2e1 2.1941e0 2.1941e0
9.505e-3 1.5e1 2.1819e0 2.1819e0
9.505e-3 1.8e1 2.1678e0 2.1678e0
9.505e-3 2.1e1 2.1517e0 2.1517e0
9.505e-3 2.4e1 2.1335e0 2.1335e0
9.505e-3 2.7e1 2.1131e0 2.1131e0
9.505e-3 3.0e1 2.0901e0 2.0901e0
1.0e-2 -3.0e1 2.068e0 2.068e0
1.0e-2 -2.7e1 2.0954e0 2.0954e0
1.0e-2 -2.4e1 2.1192e0 2.1192e0
1.0e-2 -2.1e1 2.1399e0 2.1399e0
1.0e-2 -1.8e1 2.1579e0 2.1579e0
1.0e-2 -1.5e1 2.1735e0 2.1735e0
1.0e-2 -1.2e1 2.1872e0 2.1872e0
1.0e-2 -9.0e0 2.1982e0 2.1982e0
1.0e-2 -6.0e0 2.2003e0 2.2003e0
1.0e-2 -3.0e0 2.2003e0 2.2003e0
1.0e-2 -2.2204e-15 2.1982e0 2.1982e0
1.0e-2 3.0e0 2.1943e0 2.1943e0
1.0e-2 6.0e0 2.1886e0 2.1886e0
1.0e-2 9.0e0 2.1812e0 2.1812e0
1.0e-2 1.2e1 2.172e0 2.172e0
1.0e-2 1.5e1 2.1611e0 2.1611e0
1.0e-2 1.8e1 2.1484e0 2.1484e0
1.0e-2 2.1e1 2.1338e0 2.1338e0
1.0e-2 2.4e1 2.1172e0 2.1172e0
1.0e-2 2.7e1 2.0983e0 2.0983e0
1.0e-2 3.0e1 2.0769e0 2.0769e0
