    BEGIN:|U|  BEGIN:Ph(U)  BEGIN:TBeg  HX:HeatIn   HX:HeatIn   RPN:ChngeM    RPN:dT     RPN:COP   
      m^3/s        deg          K           W           W           _           _           _      
         0f          0g          0c          2e         14e          1A         10A         17A    
     4.9850E-4        8.40000    340.650      -40.333       10.3890   4.9850E-4       63.0780       0.39950
     4.9850E-4        8.10000    340.640      -40.370       10.4290   4.9850E-4       63.0680       0.40105
     4.9850E-4        7.80000    340.630      -40.406       10.4670   4.9850E-4       63.0580       0.40258
     4.9850E-4        7.50000    340.620      -40.441       10.5050   4.9850E-4       63.0470       0.40409
     4.9850E-4        7.20000    340.610      -40.476       10.5430   4.9850E-4       63.0360       0.40557
     4.9850E-4        6.90000    340.590      -40.509       10.5790   4.9850E-4       63.0250       0.40702
     4.9850E-4        6.60000    340.580      -40.542       10.6150   4.9850E-4       63.0140       0.40845
     4.9850E-4        6.30000    340.570      -40.573       10.6500   4.9850E-4       63.0020       0.40985
     4.9850E-4        6.00000    340.560      -40.604       10.6840   4.9850E-4       62.9910       0.41123
     4.9850E-4        5.70000    340.540      -40.634       10.7180   4.9850E-4       62.9790       0.41259
     4.9850E-4        5.40000    340.530      -40.663       10.7510   4.9850E-4       62.9670       0.41391
     4.9850E-4        5.10000    340.520      -40.691       10.7830   4.9850E-4       62.9540       0.41522
     4.9850E-4        4.80000    340.500      -40.718       10.8150   4.9850E-4       62.9420       0.41650
     4.9850E-4        4.50000    340.490      -40.745       10.8450   4.9850E-4       62.9290       0.41775
     4.9850E-4        4.20000    340.470      -40.770       10.8750   4.9850E-4       62.9160       0.41898
     4.9850E-4        3.90000    340.460      -40.794       10.9050   4.9850E-4       62.9030       0.42018
     4.9850E-4        3.60000    340.450      -40.818       10.9330   4.9850E-4       62.8900       0.42136
     4.9850E-4        3.30000    340.430      -40.841       10.9610   4.9850E-4       62.8760       0.42251
     4.9850E-4        3.00000    340.420      -40.863       10.9880   4.9850E-4       62.8620       0.42363
     4.9850E-4        2.70000    340.400      -40.884       11.0140   4.9850E-4       62.8480       0.42473
     4.9850E-4        2.40000    340.390      -40.904       11.0400   4.9850E-4       62.8340       0.42581
     4.9850E-4        2.10000    340.370      -40.923       11.0650   4.9850E-4       62.8200       0.42686
     4.9850E-4        1.80000    340.360      -40.941       11.0890   4.9850E-4       62.8050       0.42788
     4.9850E-4        1.50000    340.340      -40.958       11.1120   4.9850E-4       62.7900       0.42888
     4.9850E-4        1.20000    340.320      -40.975       11.1350   4.9850E-4       62.7750       0.42986
     4.9850E-4        0.90000    340.310      -40.990       11.1570   4.9850E-4       62.7600       0.43080
     4.9850E-4        0.60000    340.290      -41.005       11.1780   4.9850E-4       62.7450       0.43172
     4.9850E-4        0.30000    340.280      -41.019       11.1980   4.9850E-4       62.7290       0.43262
     4.9850E-4   -2.2204E-15     340.260      -41.031       11.2180   4.9850E-4       62.7130       0.43349
     4.9850E-4       -0.3000     340.240      -41.043       11.2370   4.9850E-4       62.6970       0.43434
     4.9850E-4       -0.6000     340.230      -41.054       11.2550   4.9850E-4       62.6810       0.43515
     4.9850E-4       -0.9000     340.210      -41.064       11.2720   4.9850E-4       62.6640       0.43595
     4.9850E-4       -1.2000     340.190      -41.073       11.2890   4.9850E-4       62.6480       0.43672
     4.9850E-4       -1.5000     340.180      -41.082       11.3050   4.9850E-4       62.6310       0.43746
     4.9850E-4       -1.8000     340.160      -41.089       11.3200   4.9850E-4       62.6140       0.43817
     4.9850E-4       -2.1000     340.140      -41.096       11.3340   4.9850E-4       62.5970       0.43886
     4.9850E-4       -2.4000     340.120      -41.101       11.3480   4.9850E-4       62.5790       0.43952
     4.9850E-4       -2.7000     340.100      -41.106       11.3610   4.9850E-4       62.5620       0.44016
     4.9850E-4       -3.0000     340.090      -41.110       11.3730   4.9850E-4       62.5440       0.44077
     4.9850E-4       -3.3000     340.070      -41.112       11.3840   4.9850E-4       62.5260       0.44136
     4.9850E-4       -3.6000     340.050      -41.114       11.3950   4.9850E-4       62.5080       0.44192
     4.9850E-4       -3.9000     340.030      -41.115       11.4050   4.9850E-4       62.4900       0.44245
     4.9850E-4       -4.2000     340.010      -41.115       11.4140   4.9850E-4       62.4710       0.44296
     4.9850E-4       -4.5000     339.990      -41.115       11.4220   4.9850E-4       62.4520       0.44344
     4.9850E-4       -4.8000     339.980      -41.113       11.4300   4.9850E-4       62.4330       0.44389
     4.9850E-4       -5.1000     339.960      -41.110       11.4370   4.9850E-4       62.4140       0.44432
     4.9850E-4       -5.4000     339.940      -41.107       11.4430   4.9850E-4       62.3950       0.44472
     4.9850E-4       -5.7000     339.920      -41.102       11.4480   4.9850E-4       62.3760       0.44509
     4.9850E-4       -6.0000     339.900      -41.097       11.4530   4.9850E-4       62.3560       0.44544
     4.9850E-4       -6.3000     339.880      -41.091       11.4560   4.9850E-4       62.3360       0.44576
     4.9850E-4       -6.6000     339.860      -41.084       11.4600   4.9850E-4       62.3160       0.44606
     4.9850E-4       -6.9000     339.840      -41.075       11.4620   4.9850E-4       62.2960       0.44632
     4.9850E-4       -7.2000     339.820      -41.066       11.4630   4.9850E-4       62.2750       0.44656
     4.9850E-4       -7.5000     339.800      -41.057       11.4640   4.9850E-4       62.2550       0.44678
     4.9850E-4       -7.8000     339.780      -41.046       11.4640   4.9850E-4       62.2340       0.44697
     4.9850E-4       -8.1000     339.760      -41.034       11.4640   4.9850E-4       62.2130       0.44713
     4.9850E-4       -8.4000     339.730      -41.022       11.4620   4.9850E-4       62.1920       0.44726
     4.9850E-4       -8.7000     339.710      -41.008       11.4600   4.9850E-4       62.1710       0.44737
     4.9850E-4       -9.0000     339.690      -40.994       11.4570   4.9850E-4       62.1490       0.44745
     4.9850E-4       -9.3000     339.670      -40.978       11.4530   4.9850E-4       62.1270       0.44750
     4.9850E-4       -9.6000     339.650      -40.962       11.4490   4.9850E-4       62.1060       0.44753
     4.9850E-4       -9.9000     339.630      -40.945       11.4430   4.9850E-4       62.0840       0.44753
     4.9850E-4      -10.200      339.610      -40.927       11.4370   4.9850E-4       62.0610       0.44750
     4.9850E-4      -10.500      339.580      -40.908       11.4300   4.9850E-4       62.0390       0.44745
     4.9850E-4      -10.800      339.560      -40.888       11.4230   4.9850E-4       62.0160       0.44736
     4.9850E-4      -11.100      339.540      -40.867       11.4150   4.9850E-4       61.9940       0.44725
     4.9850E-4      -11.400      339.520      -40.846       11.4060   4.9850E-4       61.9710       0.44712
     4.9850E-4      -11.700      339.500      -40.823       11.3960   4.9850E-4       61.9480       0.44695
     4.9850E-4      -12.000      339.470      -40.800       11.3850   4.9850E-4       61.9240       0.44676
     4.9850E-4      -12.300      339.450      -40.775       11.3740   4.9850E-4       61.9010       0.44654
     4.9850E-4      -12.600      339.430      -40.750       11.3620   4.9850E-4       61.8770       0.44630
     4.9850E-4      -12.900      339.400      -40.724       11.3490   4.9850E-4       61.8540       0.44602
     4.9850E-4      -13.200      339.380      -40.697       11.3350   4.9850E-4       61.8300       0.44572
     4.9850E-4      -13.500      339.360      -40.669       11.3210   4.9850E-4       61.8060       0.44539
     4.9850E-4      -13.800      339.330      -40.640       11.3060   4.9850E-4       61.7810       0.44503
     4.9850E-4      -14.100      339.310      -40.610       11.2900   4.9850E-4       61.7570       0.44465
     4.9850E-4      -14.400      339.290      -40.580       11.2730   4.9850E-4       61.7320       0.44424
     4.9850E-4      -14.700      339.260      -40.548       11.2560   4.9850E-4       61.7080       0.44380
     4.9850E-4      -15.000      339.240      -40.516       11.2380   4.9850E-4       61.6830       0.44333
     4.9850E-4      -15.300      339.210      -40.482       11.2190   4.9850E-4       61.6570       0.44283
     4.9850E-4      -15.600      339.190      -40.448       11.1990   4.9850E-4       61.6320       0.44231
     4.9850E-4      -15.900      339.170      -40.413       11.1790   4.9850E-4       61.6070       0.44175
     4.9850E-4      -16.200      339.140      -40.377       11.1580   4.9850E-4       61.5810       0.44117
     4.9850E-4      -16.500      339.120      -40.340       11.1360   4.9850E-4       61.5550       0.44056
     4.9850E-4      -16.800      339.090      -40.303       11.1130   4.9850E-4       61.5290       0.43993
     4.9850E-4      -17.100      339.070      -40.264       11.0900   4.9850E-4       61.5030       0.43926
     4.9850E-4      -17.400      339.040      -40.224       11.0650   4.9850E-4       61.4770       0.43857
     4.9850E-4      -17.700      339.020      -40.184       11.0400   4.9850E-4       61.4510       0.43784
     4.9850E-4      -18.000      338.990      -40.143       11.0150   4.9850E-4       61.4240       0.43709
     4.9850E-4      -18.300      338.960      -40.100       10.9880   4.9850E-4       61.3970       0.43631
     4.9850E-4      -18.600      338.940      -40.057       10.9610   4.9850E-4       61.3710       0.43551
     4.9850E-4      -18.900      338.910      -40.013       10.9330   4.9850E-4       61.3440       0.43467
     4.9850E-4      -19.200      338.890      -39.969       10.9050   4.9850E-4       61.3160       0.43381
     4.9850E-4      -19.500      338.860      -39.923       10.8750   4.9850E-4       61.2890       0.43291
     4.9850E-4      -19.800      338.840      -39.876       10.8450   4.9850E-4       61.2610       0.43199
     4.9850E-4      -20.100      338.810      -39.829       10.8140   4.9850E-4       61.2340       0.43104
     4.9850E-4      -20.400      338.780      -39.781       10.7820   4.9850E-4       61.2060       0.43006
     4.9850E-4      -20.700      338.760      -39.731       10.7500   4.9850E-4       61.1780       0.42905
     4.9850E-4      -21.000      338.730      -39.681       10.7170   4.9850E-4       61.1500       0.42801
     4.9850E-4      -21.300      338.700      -39.630       10.6830   4.9850E-4       61.1220       0.42694
     4.9850E-4      -21.600      338.680      -39.579       10.6480   4.9850E-4       61.0930       0.42585
     4.9850E-4      -21.900      338.650      -39.526       10.6130   4.9850E-4       61.0650       0.42472
     4.9850E-4      -22.200      338.620      -39.473       10.5770   4.9850E-4       61.0360       0.42357
     4.9850E-4      -22.500      338.590      -39.418       10.5400   4.9850E-4       61.0070       0.42238
     4.9850E-4      -22.800      338.570      -39.363       10.5020   4.9850E-4       60.9780       0.42117
     4.9850E-4      -23.100      338.540      -39.307       10.4640   4.9850E-4       60.9490       0.41992
     4.9850E-4      -23.400      338.510      -39.250       10.4250   4.9850E-4       60.9190       0.41865
     4.9850E-4      -23.700      338.480      -39.192       10.3850   4.9850E-4       60.8900       0.41735
     4.9850E-4      -24.000      338.460      -39.133       10.3440   4.9850E-4       60.8600       0.41602
     4.9850E-4      -24.300      338.430      -39.074       10.3030   4.9850E-4       60.8310       0.41466
     4.9850E-4      -24.600      338.400      -39.013       10.2610   4.9850E-4       60.8010       0.41327
     4.9850E-4      -24.900      338.370      -38.952       10.2180   4.9850E-4       60.7710       0.41185
     4.9850E-4      -25.200      338.340      -38.890       10.1740   4.9850E-4       60.7400       0.41040
     4.9850E-4      -25.500      338.320      -38.827       10.1300   4.9850E-4       60.7100       0.40892
     4.9850E-4      -25.800      338.290      -38.763       10.0850   4.9850E-4       60.6800       0.40741
     4.9850E-4      -26.100      338.260      -38.699       10.0390   4.9850E-4       60.6490       0.40587
     4.9850E-4      -26.400      338.230      -38.633        9.99300  4.9850E-4       60.6180       0.40430
     4.9850E-4      -26.700      338.200      -38.567        9.94580  4.9850E-4       60.5870       0.40270
     4.9850E-4      -27.000      338.170      -38.500        9.89790  4.9850E-4       60.5560       0.40107
     4.9850E-4      -27.300      338.140      -38.432        9.84930  4.9850E-4       60.5250       0.39940
     4.9850E-4      -27.600      338.110      -38.363        9.79990  4.9850E-4       60.4940       0.39771
     4.9850E-4      -27.900      338.080      -38.294        9.74980  4.9850E-4       60.4620       0.39599
     4.9850E-4      -28.200      338.050      -38.223        9.69900  4.9850E-4       60.4310       0.39424
     4.9850E-4      -28.500      338.020      -38.152        9.64750  4.9850E-4       60.3990       0.39246
     4.9850E-4      -28.800      337.990      -38.080        9.59520  4.9850E-4       60.3670       0.39065
     4.9850E-4      -29.100      337.960      -38.007        9.54230  4.9850E-4       60.3350       0.38880
     4.9850E-4      -29.400      337.940      -37.933        9.48860  4.9850E-4       60.3030       0.38693
     4.9850E-4      -29.700      337.900      -37.859        9.43420  4.9850E-4       60.2710       0.38503
     4.9850E-4      -30.000      337.870      -37.783        9.37910  4.9850E-4       60.2380       0.38309
     6.9700E-4      -30.000      338.350      -49.799       19.2070   6.9700E-4       61.0820       0.72016
     6.9700E-4      -29.700      338.380      -49.908       19.2860   6.9700E-4       61.1180       0.72229
     6.9700E-4      -29.400      338.410      -50.015       19.3630   6.9700E-4       61.1540       0.72439
     6.9700E-4      -29.100      338.440      -50.121       19.4400   6.9700E-4       61.1900       0.72645
     6.9700E-4      -28.800      338.480      -50.226       19.5150   6.9700E-4       61.2260       0.72847
     6.9700E-4      -28.500      338.510      -50.330       19.5900   6.9700E-4       61.2620       0.73045
     6.9700E-4      -28.200      338.540      -50.433       19.6630   6.9700E-4       61.2970       0.73239
     6.9700E-4      -27.900      338.570      -50.535       19.7350   6.9700E-4       61.3320       0.73429
     6.9700E-4      -27.600      338.600      -50.635       19.8070   6.9700E-4       61.3670       0.73616
     6.9700E-4      -27.300      338.640      -50.734       19.8770   6.9700E-4       61.4020       0.73799
     6.9700E-4      -27.000      338.670      -50.832       19.9470   6.9700E-4       61.4370       0.73978
     6.9700E-4      -26.700      338.700      -50.929       20.0150   6.9700E-4       61.4710       0.74154
