    BEGIN:|U|  BEGIN:Ph(U)  BEGIN:TBeg  HX:HeatIn   HX:HeatIn     RPN:dT    RPN:ChngeM 
      m^3/s        deg          K           W           W           _           _      
         0f          0g          0c          1e         13e          9A         16A    
     4.4560E-3        0.45000    341.030     -311.55       214.860      -70.856        2.31530
     4.4560E-3        0.60000    341.030     -311.50       214.800      -70.865        2.31440
     4.4560E-3        0.75000    341.030     -311.46       214.740      -70.873        2.31340
     4.4560E-3        0.90000    341.030     -311.41       214.680      -70.882        2.31250
     4.4560E-3        1.05000    341.030     -311.36       214.620      -70.890        2.31160
*1   4.4560E-3        1.20000    341.030     -311.30       214.560      -70.898        2.31060
     4.4560E-3        1.35000    341.030     -311.25       214.490      -70.907        2.30970
     4.4560E-3        1.50000    341.030     -311.19       214.430      -70.915        2.30880
     4.4560E-3        1.65000    341.030     -311.13       214.360      -70.922        2.30780
     4.4560E-3        1.80000    341.030     -311.07       214.290      -70.930        2.30680
     4.4560E-3        1.95000    341.030     -311.01       214.220      -70.938        2.30590
     4.4560E-3        2.10000    341.030     -310.94       214.150      -70.945        2.30490
     4.4560E-3        2.25000    341.030     -310.87       214.070      -70.953        2.30390
     4.4560E-3        2.40000    341.030     -310.80       213.990      -70.960        2.30300
     4.4560E-3        2.55000    341.030     -310.73       213.920      -70.967        2.30200
     4.4560E-3        2.70000    341.030     -310.66       213.840      -70.974        2.30100
     4.4560E-3        2.85000    341.030     -310.58       213.760      -70.981        2.30000
     4.4560E-3        3.00000    341.020     -310.50       213.670      -70.988        2.29900
     4.4560E-3        3.15000    341.020     -310.42       213.590      -70.994        2.29800
     4.4560E-3        3.30000    341.020     -310.34       213.500      -71.001        2.29700
     4.4560E-3        3.45000    341.020     -310.25       213.410      -71.007        2.29600
     4.4560E-3        3.60000    341.020     -310.16       213.320      -71.014        2.29500
     4.4560E-3        3.75000    341.020     -310.07       213.230      -71.020        2.29390
     4.4560E-3        3.90000    341.020     -309.98       213.140      -71.026        2.29290
     4.4560E-3        4.05000    341.010     -309.89       213.040      -71.032        2.29190
     4.4560E-3        4.20000    341.010     -309.79       212.950      -71.037        2.29090
     4.4560E-3        4.35000    341.010     -309.69       212.850      -71.043        2.28980
     4.4560E-3        4.50000    341.010     -309.59       212.750      -71.048        2.28880
     4.4560E-3        4.65000    341.010     -309.49       212.650      -71.054        2.28770
     4.4560E-3        4.80000    341.000     -309.38       212.550      -71.059        2.28670
     4.4560E-3        4.95000    341.000     -309.28       212.440      -71.064        2.28560
     4.4560E-3        5.10000    341.000     -309.17       212.340      -71.069        2.28450
     4.4560E-3        5.25000    341.000     -309.06       212.230      -71.074        2.28350
     4.4560E-3        5.40000    340.990     -308.94       212.120      -71.079        2.28240
     4.4560E-3        5.55000    340.990     -308.83       212.010      -71.083        2.28130
     4.4560E-3        5.70000    340.990     -308.71       211.890      -71.088        2.28020
     4.4560E-3        5.85000    340.990     -308.59       211.780      -71.092        2.27910
     4.4560E-3        6.00000    340.980     -308.47       211.660      -71.097        2.27800
     4.4560E-3        6.15000    340.980     -308.34       211.550      -71.101        2.27690
     4.4560E-3        6.30000    340.980     -308.22       211.430      -71.105        2.27580
     4.4560E-3        6.45000    340.970     -308.09       211.310      -71.108        2.27470
     4.4560E-3        6.60000    340.970     -307.96       211.180      -71.112        2.27360
     4.4560E-3        6.75000    340.970     -307.82       211.060      -71.116        2.27250
     4.4560E-3        6.90000    340.960     -307.69       210.930      -71.119        2.27130
     4.4560E-3        7.05000    340.960     -307.55       210.810      -71.123        2.27020
     4.4560E-3        7.20000    340.960     -307.41       210.680      -71.126        2.26910
     4.4560E-3        7.35000    340.950     -307.27       210.550      -71.129        2.26790
     4.4560E-3        7.50000    340.950     -307.12       210.410      -71.132        2.26680
     4.4560E-3        7.65000    340.950     -306.98       210.280      -71.135        2.26560
     4.4560E-3        7.80000    340.940     -306.83       210.140      -71.137        2.26450
     4.4560E-3        7.95000    340.940     -306.68       210.010      -71.140        2.26330
     4.4560E-3        8.10000    340.930     -306.53       209.870      -71.142        2.26220
     4.4560E-3        8.25000    340.930     -306.37       209.730      -71.145        2.26100
     4.4560E-3        8.40000    340.920     -306.22       209.580      -71.147        2.25980
     4.4560E-3        8.55000    340.920     -306.06       209.440      -71.149        2.25860
     4.4560E-3        8.70000    340.920     -305.90       209.300      -71.151        2.25740
     4.4560E-3        8.85000    340.910     -305.73       209.150      -71.153        2.25630
     4.4560E-3        9.00000    340.910     -305.57       209.000      -71.154        2.25510
     4.4560E-3        9.15000    340.900     -305.40       208.850      -71.156        2.25390
     4.4560E-3        9.30000    340.900     -305.23       208.700      -71.157        2.25260
     4.4560E-3        9.45000    340.890     -305.06       208.540      -71.158        2.25140
     4.4560E-3        9.60000    340.890     -304.88       208.390      -71.160        2.25020
     4.4560E-3        9.75000    340.880     -304.71       208.230      -71.161        2.24900
     4.4560E-3        9.90000    340.880     -304.53       208.070      -71.162        2.24780
     4.4560E-3       10.0500     340.870     -304.35       207.910      -71.162        2.24650
     4.4560E-3       10.2000     340.860     -304.17       207.750      -71.163        2.24530
     4.4560E-3       10.3500     340.860     -303.98       207.590      -71.163        2.24410
     4.4560E-3       10.5000     340.850     -303.79       207.420      -71.164        2.24280
     4.4560E-3       10.6500     340.850     -303.61       207.260      -71.164        2.24160
     4.4560E-3       10.8000     340.840     -303.41       207.090      -71.164        2.24030
     4.4560E-3       10.9500     340.840     -303.22       206.920      -71.164        2.23900
     4.4560E-3       11.1000     340.830     -303.03       206.750      -71.164        2.23780
     4.4560E-3       11.2500     340.820     -302.83       206.580      -71.163        2.23650
     4.4560E-3       11.4000     340.820     -302.63       206.400      -71.163        2.23520
     4.4560E-3       11.5500     340.810     -302.43       206.220      -71.162        2.23390
     4.4560E-3       11.7000     340.800     -302.22       206.050      -71.162        2.23260
     4.4560E-3       11.8500     340.800     -302.02       205.870      -71.161        2.23130
     4.4560E-3       12.0000     340.790     -301.81       205.690      -71.160        2.23000
     4.4560E-3       12.1500     340.780     -301.60       205.500      -71.159        2.22870
     4.4560E-3       12.3000     340.780     -301.39       205.320      -71.157        2.22740
     4.4560E-3       12.4500     340.770     -301.17       205.130      -71.156        2.22610
     4.4560E-3       12.6000     340.760     -300.95       204.950      -71.155        2.22480
     4.4560E-3       12.7500     340.760     -300.74       204.760      -71.153        2.22340
     4.4560E-3       12.9000     340.750     -300.51       204.570      -71.151        2.22210
     4.4560E-3       13.0500     340.740     -300.29       204.380      -71.149        2.22080
     4.4560E-3       13.2000     340.730     -300.07       204.180      -71.147        2.21940
     4.4560E-3       13.3500     340.730     -299.84       203.990      -71.145        2.21810
     4.4560E-3       13.5000     340.720     -299.61       203.790      -71.143        2.21670
     4.4560E-3       13.6500     340.710     -299.38       203.590      -71.140        2.21540
     4.4560E-3       13.8000     340.700     -299.15       203.390      -71.138        2.21400
     4.4560E-3       13.9500     340.700     -298.91       203.190      -71.135        2.21260
     4.4560E-3       14.1000     340.690     -298.67       202.990      -71.132        2.21120
     4.4560E-3       14.2500     340.680     -298.43       202.780      -71.129        2.20980
     4.4560E-3       14.4000     340.670     -298.19       202.580      -71.126        2.20850
     4.4560E-3       14.5500     340.660     -297.95       202.370      -71.123        2.20710
     4.4560E-3       14.7000     340.660     -297.70       202.160      -71.119        2.20570
     4.4560E-3       14.8500     340.650     -297.45       201.950      -71.116        2.20430
     4.4560E-3       15.0000     340.640     -297.20       201.740      -71.112        2.20280
     4.5055E-3       15.0000     340.630     -300.40       204.030      -71.186        2.20610
     4.5055E-3       14.8500     340.640     -300.66       204.240      -71.189        2.20750
     4.5055E-3       14.7000     340.650     -300.91       204.460      -71.193        2.20890
     4.5055E-3       14.5500     340.660     -301.16       204.670      -71.196        2.21030
     4.5055E-3       14.4000     340.670     -301.40       204.880      -71.199        2.21170
